feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,fullname,-crd1PtefM2-OLE1-wholeCell-trial1,-crd1PtefM2-OLE1-wholeCell-trial2,-crd1PtefM2-OLE1-wholeCell-trial3,-crd1PtefM3-OLE1-wholeCell-trial1,-crd1PtefM3-OLE1-wholeCell-trial2,-crd1PtefM3-OLE1-wholeCell-trial3,fad2-Lkluyveri-0bar-A,fad2-Lkluyveri-0bar-B,fad2-Lkluyveri-0bar-C,fad2-Lkluyveri-250bar-A,fad2-Lkluyveri-250bar-B,fad2-Lkluyveri-250bar-C,FM628-Lkluyveri-0bar-A,FM628-Lkluyveri-0bar-B,FM628-Lkluyveri-0bar-C,FM628-Lkluyveri-250bar-A,FM628-Lkluyveri-250bar-B,FM628-Lkluyveri-250bar-C,PtefM1-OLE1-wholeCell-trial1,PtefM1-OLE1-wholeCell-trial2,PtefM1-OLE1-wholeCell-trial3,PtefM2-OLE1-wholeCell-trial1,PtefM2-OLE1-wholeCell-trial2,PtefM2-OLE1-wholeCell-trial3,PtefM3-OLE1-wholeCell-trial1,PtefM3-OLE1-wholeCell-trial2,PtefM3-OLE1-wholeCell-trial3,PtefM4-OLE1-wholeCell-trial1,PtefM4-OLE1-wholeCell-trial2,PtefM4-OLE1-wholeCell-trial3,wildtype-isolatedMitoplasts-trial1,wildtype-isolatedMitoplasts-trial2,wildtype-isolatedMitoplasts-trial3,wildtype-wholeCell-trial1,wildtype-wholeCell-trial2,wildtype-wholeCell-trial3
,,,,,,,shortname,a10,a11,a12,a13,a14,a15,d1,d2,d3,d7,d8,d9,d4,d5,d6,d10,d11,d12,a16,a17,a18,a4,a5,a6,a7,a8,a9,a19,a20,a21,c1,c2,c3,a1,a2,a3
,,,,,,,cohort,Disease5-Cells,Disease5-Cells,Disease5-Cells,Disease4-Cells,Disease4-Cells,Disease4-Cells,Healthy4,Healthy4,Healthy4,Disease6,Disease6,Disease6,Healthy5,Healthy5,Healthy5,Disease6,Disease6,Disease6,Disease7-Cells,Disease7-Cells,Disease7-Cells,Disease1-Cells,Disease1-Cells,Disease1-Cells,Disease2-Cells,Disease2-Cells,Disease2-Cells,Disease8-Cells,Disease8-Cells,Disease8-Cells,Healthy3,Healthy3,Healthy3,Healthy1,Healthy1,Healthy1
CL 58:2;0,CL,GPL,MEM,58,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0310453404664478,0.0270177578093746,0.0484093130261233,0.0601852042526146,0.0590962538441123,0.0483172835719985,0.0627782677102834,0.047239714984144,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 58:3;0,CL,GPL,MEM,58,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0150710120137059,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 60:1;0,CL,GPL,MEM,60,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0925123962142388,0.101773283125895,0.094827449203443,0.104183271226078,0.138704656921914,0.149119770529377,0.103223912983805,0.118491251204628,0.0997699089294754,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 60:2;0,CL,GPL,MEM,60,2,0,,NA,NA,NA,NA,NA,NA,0.03748778062371,0.0198297090103774,0.047234527256146,NA,NA,NA,0.0391342022968305,0.0348926084782851,0.0299985201325825,NA,NA,NA,0.0274883381534095,0.0420859634879013,0.0416791504914952,0.0428230625950882,0.0673422337369204,0.0739992776408268,0.0812034543394057,0.0953668142961685,0.0810306395400383,0.0186710255249587,NA,NA,NA,NA,NA,NA,NA,0.0128476071901645
CL 60:3;0,CL,GPL,MEM,60,3,0,,NA,NA,NA,NA,NA,NA,0.0539153568062717,0.0423439615416084,0.0501039306297077,NA,NA,NA,0.0538461573438832,0.0391433946286836,0.052786608537829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329534800066982,0.034181604107403,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 62:1;0,CL,GPL,MEM,62,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195492943994952,0.0265452698558538,0.0217005738855563,NA,0.0250323156018767,0.0289902834623142,0.0199224384459118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 62:2;0,CL,GPL,MEM,62,2,0,,NA,NA,NA,NA,NA,NA,NA,0.0238925417659833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0239625242845828,0.0261295506688844,0.0289305352707941,0.026827672557341,0.0310928843184068,0.0419885691406855,0.081389595267805,0.0892546182956255,0.0845757371841034,0.0414896696634815,0.0367812041577944,0.0480137671951234,NA,NA,NA,0.0277836173848693,0.0369876707574338,0.0357792385045811
CL 62:3;0,CL,GPL,MEM,62,3,0,,NA,NA,NA,NA,NA,NA,0.0354749450041226,0.0196662471451069,0.0302900083319914,0.0205676559650333,0.0271983951266091,0.0231862104119669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0289957556208669,0.0307413119181947,0.0321539966404338,0.0267244853795888,0.0197291235880772,0.0229364649863635,NA,NA,NA,NA,0.0257508117454207,0.0182577473116348
CL 64:2;0,CL,GPL,MEM,64,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0590246085168274,0.042496776405171,0.0320153209342092,0.0348549272788166,0.0231654729105582,0.0394650535882833,0.0989539415432965,0.107018021376253,0.106020249234414,0.0337470937172308,0.0493315845921272,0.0456122940214495,NA,NA,NA,NA,0.0335983054497538,0.0242506505417859
CL 64:3;0,CL,GPL,MEM,64,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166898427279588,NA,NA,NA,NA,NA,NA,NA,0.0162112958919461,NA,NA,NA,NA,0.0244588784359452,0.0534314514837029,0.0352758520865317,0.0428123899217227,0.0478099878844985,NA,NA,NA,NA,0.0264580120235344,0.0154896088307109,NA
CL 64:4;0,CL,GPL,MEM,64,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113814722383441,NA,NA,NA,NA,NA,NA,NA,NA
CL 66:3;0,CL,GPL,MEM,66,3,0,,NA,NA,NA,NA,NA,NA,0.0236389362502413,NA,NA,NA,0.0236568373765207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 66:4;0,CL,GPL,MEM,66,4,0,,NA,NA,NA,NA,NA,NA,0.143816627598134,0.110409693617428,0.148970033304877,0.292276844908191,0.155734978679231,0.206354128587617,0.100076602126712,0.1134027733345,0.152398082400216,0.117645153090516,0.105366693634488,0.1930089339886,0.0148309263042188,0.0192268746123651,NA,NA,NA,NA,0.094597238964469,0.0959064137814888,0.0926303247420532,0.124887918198985,0.144656190814182,0.144983449273551,NA,0.102858737352754,NA,0.155241191170656,0.139260789510165,0.144870940938952
CL 66:5;0,CL,GPL,MEM,66,5,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416785457206847,0.0253351043372953,0.0344500948697934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 68:2;0,CL,GPL,MEM,68,2,0,,NA,NA,NA,NA,NA,NA,0.113031529452994,0.0987497200561723,0.165100169731869,0.0331762705643053,0.0224204150893939,0.0419594293831149,0.154096107477435,NA,0.146647602309395,0.025081760468038,0.0189678374406228,0.0360601919965344,0.073086468642468,0.0751897056741139,0.0706340307903733,0.0468679745114301,0.0503610321605589,NA,NA,NA,0.11093329844383,NA,0.125855755320886,NA,NA,NA,NA,NA,NA,0.0874751910480127
CL 68:3;0,CL,GPL,MEM,68,3,0,,NA,NA,NA,NA,NA,NA,0.172717844273807,0.18774389306177,0.200615156043779,0.0808463595498077,0.0444467290378994,NA,0.161423979523235,0.172560471862103,0.210257988200538,0.0304165034999299,0.0466546238291945,0.0532286894770731,0.020767399446565,0.0293054728517782,0.0267658213316141,NA,NA,0.0148336765351244,0.0752700326844905,0.0856585261736476,0.0809426204344287,0.0975988462189285,0.0947072452736023,0.0838376915571073,NA,NA,0.167591192270054,0.100210618173662,0.096401903803703,0.0978861970727824
CL 68:4;0,CL,GPL,MEM,68,4,0,,NA,NA,NA,NA,NA,NA,0.461041729732819,0.349189874401838,0.522799996305663,0.723893919345128,0.382640974652996,0.515439218200334,0.262417773961911,0.2660867999315,0.289785647764503,0.204283822378915,0.225586936050418,0.388945319722645,0.0229608496019403,0.0229389096768914,0.0233253939477319,NA,NA,0.0149226364980922,0.0991018036303638,0.114972876141628,0.121572553679897,0.222406441295872,0.233293418195571,0.211581415714498,0.630761770279557,0.676747512090823,0.693060448444246,0.25843989586523,0.261067602390465,0.228672314789221
CL 68:5;0,CL,GPL,MEM,68,5,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0911152208768619,0.086396059147937,0.101180124034935,0.118647540227995,0.0833085808393597,0.178645698887904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 68:6;0,CL,GPL,MEM,68,6,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0296538468617925,0.0416302414369544,0.0214159163427766,0.0338448910319589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 70:4;0,CL,GPL,MEM,70,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82324304589996,NA,0.151651945617865,0.153482966130079,NA,NA,NA,0.198203970241239,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310462036062055,NA,NA,2.32866653350373,1.95763552541149,2.30052513971243,NA,NA,NA
CL 70:5;0,CL,GPL,MEM,70,5,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0713387188842108,0.0951078861614294,0.0621541198336965,0.0718132466307105,0.0634426624461947,0.0975194330146736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15386663049105,NA,NA,NA,NA
CL 70:6;0,CL,GPL,MEM,70,6,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0897275548532129,0.0486943818893283,0.097611560843181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL 70:7;0,CL,GPL,MEM,70,7,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119022631564604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
